Material,Thermal Conductivity (W/m*K),Thermal Diffusivity (mm2/s),Specific Heat Capacity (J/kg*K),Volumetric Specific Heat (MJ/m³K),Thermal Effusivity (Ws0.5/(m2K)),Material Density (kg/m3),Durability (d),Price (c) ($/m^3),Material_encoded,Thickness,Weight,Cost
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,247,0.1000,1200.0000,4.8410
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,247,301.2480,3614976.0000,14583.5362
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,247,209.2000,2510400.0000,10127.4557
rattan,4.1840,0.5200,540,8.1000,5820.0000,15000.0000,25.7811,55.1575,618,0.0100,150.0000,0.5516
rattan,4.1840,0.5200,540,8.1000,5820.0000,15000.0000,25.7811,55.1575,618,0.0325,487.5000,1.7926
rattan,4.1840,0.5200,540,8.1000,5820.0000,15000.0000,25.7811,55.1575,618,0.0550,825.0000,3.0337
rattan,4.1840,0.5200,540,8.1000,5820.0000,15000.0000,25.7811,55.1575,618,0.0775,1162.5000,4.2747
rattan,4.1840,0.5200,540,8.1000,5820.0000,15000.0000,25.7811,55.1575,618,0.1000,1500.0000,5.5157
rattan,4.1840,0.5200,540,8.1000,5820.0000,15000.0000,25.7811,55.1575,618,100.4160,1506240.0000,5538.6925
rattan,4.1840,0.5200,540,8.1000,5820.0000,15000.0000,25.7811,55.1575,618,69.7333,1046000.0000,3846.3142
butyl rubber,0.0880,0.0500,1966,1.7690,394.0000,900.0000,51.6827,63.2421,118,0.0100,9.0000,0.6324
butyl rubber,0.0880,0.0500,1966,1.7690,394.0000,900.0000,51.6827,63.2421,118,0.0325,29.2500,2.0554
butyl rubber,0.0880,0.0500,1966,1.7690,394.0000,900.0000,51.6827,63.2421,118,0.0550,49.5000,3.4783
butyl rubber,0.0880,0.0500,1966,1.7690,394.0000,900.0000,51.6827,63.2421,118,0.0775,69.7500,4.9013
butyl rubber,0.0880,0.0500,1966,1.7690,394.0000,900.0000,51.6827,63.2421,118,0.1000,90.0000,6.3242
butyl rubber,0.0880,0.0500,1966,1.7690,394.0000,900.0000,51.6827,63.2421,118,2.1120,1900.8000,133.5672
butyl rubber,0.0880,0.0500,1966,1.7690,394.0000,900.0000,51.6827,63.2421,118,1.4667,1320.0000,92.7550
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,631,0.0100,16.0000,0.5348
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,631,0.0325,52.0000,1.7382
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,631,0.0550,88.0000,2.9415
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,631,0.0775,124.0000,4.1448
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,631,0.1000,160.0000,5.3482
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,631,8.0400,12864.0000,429.9918
sand (dry) (avg prop),0.3350,0.2800,753,1.2050,635.0000,1600.0000,53.7070,53.4816,631,5.5833,8933.3333,298.6054
aluminum oxide + cr (Al2O3 23 Cr 77),46.0240,15.5000,502,2.9620,11677.0000,5900.0000,48.8402,28.0256,44,0.0100,59.0000,0.2803
aluminum oxide + cr (Al2O3 23 Cr 77),46.0240,15.5000,502,2.9620,11677.0000,5900.0000,48.8402,28.0256,44,0.0325,191.7500,0.9108
aluminum oxide + cr (Al2O3 23 Cr 77),46.0240,15.5000,502,2.9620,11677.0000,5900.0000,48.8402,28.0256,44,0.0550,324.5000,1.5414
aluminum oxide + cr (Al2O3 23 Cr 77),46.0240,15.5000,502,2.9620,11677.0000,5900.0000,48.8402,28.0256,44,0.0775,457.2500,2.1720
aluminum oxide + cr (Al2O3 23 Cr 77),46.0240,15.5000,502,2.9620,11677.0000,5900.0000,48.8402,28.0256,44,0.1000,590.0000,2.8026
aluminum oxide + cr (Al2O3 23 Cr 77),46.0240,15.5000,502,2.9620,11677.0000,5900.0000,48.8402,28.0256,44,1104.5760,6516998.4000,30956.4438
aluminum oxide + cr (Al2O3 23 Cr 77),46.0240,15.5000,502,2.9620,11677.0000,5900.0000,48.8402,28.0256,44,767.0667,4525693.3333,21497.5304
concrete  1-4 dry,0.7530,0.5000,657,1.5110,1067.0000,2300.0000,53.2986,58.0425,192,0.0100,23.0000,0.5804
concrete  1-4 dry,0.7530,0.5000,657,1.5110,1067.0000,2300.0000,53.2986,58.0425,192,0.0325,74.7500,1.8864
concrete  1-4 dry,0.7530,0.5000,657,1.5110,1067.0000,2300.0000,53.2986,58.0425,192,0.0550,126.5000,3.1923
concrete  1-4 dry,0.7530,0.5000,657,1.5110,1067.0000,2300.0000,53.2986,58.0425,192,0.0775,178.2500,4.4983
concrete  1-4 dry,0.7530,0.5000,657,1.5110,1067.0000,2300.0000,53.2986,58.0425,192,0.1000,230.0000,5.8042
concrete  1-4 dry,0.7530,0.5000,657,1.5110,1067.0000,2300.0000,53.2986,58.0425,192,18.0720,41565.6000,1048.9437
concrete  1-4 dry,0.7530,0.5000,657,1.5110,1067.0000,2300.0000,53.2986,58.0425,192,12.5500,28865.0000,728.4331
sapphire - aluminum oxide (Al2O3) (single xtal),43.9320,14.2000,778,3.0960,11665.0000,3980.0000,50.5902,30.2721,636,0.0100,39.8000,0.3027
sapphire - aluminum oxide (Al2O3) (single xtal),43.9320,14.2000,778,3.0960,11665.0000,3980.0000,50.5902,30.2721,636,0.0325,129.3500,0.9838
sapphire - aluminum oxide (Al2O3) (single xtal),43.9320,14.2000,778,3.0960,11665.0000,3980.0000,50.5902,30.2721,636,0.0550,218.9000,1.6650
sapphire - aluminum oxide (Al2O3) (single xtal),43.9320,14.2000,778,3.0960,11665.0000,3980.0000,50.5902,30.2721,636,0.0775,308.4500,2.3461
sapphire - aluminum oxide (Al2O3) (single xtal),43.9320,14.2000,778,3.0960,11665.0000,3980.0000,50.5902,30.2721,636,0.1000,398.0000,3.0272
sapphire - aluminum oxide (Al2O3) (single xtal),43.9320,14.2000,778,3.0960,11665.0000,3980.0000,50.5902,30.2721,636,1054.3680,4196384.6400,31917.9283
sapphire - aluminum oxide (Al2O3) (single xtal),43.9320,14.2000,778,3.0960,11665.0000,3980.0000,50.5902,30.2721,636,732.2000,2914156.0000,22165.2280
nickel alloy incoloy,12.1340,3.3500,452,3.6210,6627.0000,8010.0000,50.9899,43.4303,471,0.0100,80.1000,0.4343
nickel alloy incoloy,12.1340,3.3500,452,3.6210,6627.0000,8010.0000,50.9899,43.4303,471,0.0325,260.3250,1.4115
nickel alloy incoloy,12.1340,3.3500,452,3.6210,6627.0000,8010.0000,50.9899,43.4303,471,0.0550,440.5500,2.3887
nickel alloy incoloy,12.1340,3.3500,452,3.6210,6627.0000,8010.0000,50.9899,43.4303,471,0.0775,620.7750,3.3658
nickel alloy incoloy,12.1340,3.3500,452,3.6210,6627.0000,8010.0000,50.9899,43.4303,471,0.1000,801.0000,4.3430
nickel alloy incoloy,12.1340,3.3500,452,3.6210,6627.0000,8010.0000,50.9899,43.4303,471,291.2160,2332640.1600,12647.5977
nickel alloy incoloy,12.1340,3.3500,452,3.6210,6627.0000,8010.0000,50.9899,43.4303,471,202.2333,1619889.0000,8783.0539
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.0100,84.5000,0.3246
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.0325,274.6250,1.0550
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.0550,464.7500,1.7853
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.0775,654.8750,2.5157
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.1000,845.0000,3.2460
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,451.8720,3818318.4000,14667.9685
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,313.8000,2651610.0000,10186.0892
Graphite Sheet 70 um (in-plane),800.0000,855.0000,850,0.9350,27350.0000,1100.0000,56.8159,48.9744,3,0.0100,11.0000,0.4897
Graphite Sheet 70 um (in-plane),800.0000,855.0000,850,0.9350,27350.0000,1100.0000,56.8159,48.9744,3,0.0325,35.7500,1.5917
Graphite Sheet 70 um (in-plane),800.0000,855.0000,850,0.9350,27350.0000,1100.0000,56.8159,48.9744,3,0.0550,60.5000,2.6936
Graphite Sheet 70 um (in-plane),800.0000,855.0000,850,0.9350,27350.0000,1100.0000,56.8159,48.9744,3,0.0775,85.2500,3.7955
Graphite Sheet 70 um (in-plane),800.0000,855.0000,850,0.9350,27350.0000,1100.0000,56.8159,48.9744,3,0.1000,110.0000,4.8974
Graphite Sheet 70 um (in-plane),800.0000,855.0000,850,0.9350,27350.0000,1100.0000,56.8159,48.9744,3,19200.0000,21120000.0000,940307.8080
Graphite Sheet 70 um (in-plane),800.0000,855.0000,850,0.9350,27350.0000,1100.0000,56.8159,48.9744,3,13333.3333,14666666.6667,652991.5333
neoprene rubber,0.1920,0.0700,2176,2.7200,724.0000,1250.0000,53.2880,65.9858,446,0.0100,12.5000,0.6599
neoprene rubber,0.1920,0.0700,2176,2.7200,724.0000,1250.0000,53.2880,65.9858,446,0.0325,40.6250,2.1445
neoprene rubber,0.1920,0.0700,2176,2.7200,724.0000,1250.0000,53.2880,65.9858,446,0.0550,68.7500,3.6292
neoprene rubber,0.1920,0.0700,2176,2.7200,724.0000,1250.0000,53.2880,65.9858,446,0.0775,96.8750,5.1139
neoprene rubber,0.1920,0.0700,2176,2.7200,724.0000,1250.0000,53.2880,65.9858,446,0.1000,125.0000,6.5986
neoprene rubber,0.1920,0.0700,2176,2.7200,724.0000,1250.0000,53.2880,65.9858,446,4.6080,5760.0000,304.0628
neoprene rubber,0.1920,0.0700,2176,2.7200,724.0000,1250.0000,53.2880,65.9858,446,3.2000,4000.0000,211.1547
silicon carbide (SiC) (frit bnd brick),46.0240,25.2000,678,1.8310,9178.0000,2700.0000,87.4726,51.8311,647,0.0100,27.0000,0.5183
silicon carbide (SiC) (frit bnd brick),46.0240,25.2000,678,1.8310,9178.0000,2700.0000,87.4726,51.8311,647,0.0325,87.7500,1.6845
silicon carbide (SiC) (frit bnd brick),46.0240,25.2000,678,1.8310,9178.0000,2700.0000,87.4726,51.8311,647,0.0550,148.5000,2.8507
silicon carbide (SiC) (frit bnd brick),46.0240,25.2000,678,1.8310,9178.0000,2700.0000,87.4726,51.8311,647,0.0775,209.2500,4.0169
silicon carbide (SiC) (frit bnd brick),46.0240,25.2000,678,1.8310,9178.0000,2700.0000,87.4726,51.8311,647,0.1000,270.0000,5.1831
silicon carbide (SiC) (frit bnd brick),46.0240,25.2000,678,1.8310,9178.0000,2700.0000,87.4726,51.8311,647,1104.5760,2982355.2000,57251.3394
silicon carbide (SiC) (frit bnd brick),46.0240,25.2000,678,1.8310,9178.0000,2700.0000,87.4726,51.8311,647,767.0667,2071080.0000,39757.8746
iron grey cast pearlitic (3.0-3.2 c),50.2080,15.2000,460,3.3070,12889.0000,7190.0000,46.2650,19.9518,302,0.0100,71.9000,0.1995
iron grey cast pearlitic (3.0-3.2 c),50.2080,15.2000,460,3.3070,12889.0000,7190.0000,46.2650,19.9518,302,0.0325,233.6750,0.6484
iron grey cast pearlitic (3.0-3.2 c),50.2080,15.2000,460,3.3070,12889.0000,7190.0000,46.2650,19.9518,302,0.0550,395.4500,1.0973
iron grey cast pearlitic (3.0-3.2 c),50.2080,15.2000,460,3.3070,12889.0000,7190.0000,46.2650,19.9518,302,0.0775,557.2250,1.5463
iron grey cast pearlitic (3.0-3.2 c),50.2080,15.2000,460,3.3070,12889.0000,7190.0000,46.2650,19.9518,302,0.1000,719.0000,1.9952
iron grey cast pearlitic (3.0-3.2 c),50.2080,15.2000,460,3.3070,12889.0000,7190.0000,46.2650,19.9518,302,1204.9920,8663892.4800,24041.7377
iron grey cast pearlitic (3.0-3.2 c),50.2080,15.2000,460,3.3070,12889.0000,7190.0000,46.2650,19.9518,302,836.8000,6016592.0000,16695.6512
slate (avg prop),1.8830,0.8200,837,2.3100,2085.0000,2760.0000,45.0132,65.5223,672,0.0100,27.6000,0.6552
slate (avg prop),1.8830,0.8200,837,2.3100,2085.0000,2760.0000,45.0132,65.5223,672,0.0325,89.7000,2.1295
slate (avg prop),1.8830,0.8200,837,2.3100,2085.0000,2760.0000,45.0132,65.5223,672,0.0550,151.8000,3.6037
slate (avg prop),1.8830,0.8200,837,2.3100,2085.0000,2760.0000,45.0132,65.5223,672,0.0775,213.9000,5.0780
slate (avg prop),1.8830,0.8200,837,2.3100,2085.0000,2760.0000,45.0132,65.5223,672,0.1000,276.0000,6.5522
slate (avg prop),1.8830,0.8200,837,2.3100,2085.0000,2760.0000,45.0132,65.5223,672,45.1920,124729.9200,2961.0856
slate (avg prop),1.8830,0.8200,837,2.3100,2085.0000,2760.0000,45.0132,65.5223,672,31.3833,86618.0000,2056.3094
bismuth,8.3680,7.0800,121,1.1800,3146.0000,9750.0000,58.1672,59.4468,85,0.0100,97.5000,0.5945
bismuth,8.3680,7.0800,121,1.1800,3146.0000,9750.0000,58.1672,59.4468,85,0.0325,316.8750,1.9320
bismuth,8.3680,7.0800,121,1.1800,3146.0000,9750.0000,58.1672,59.4468,85,0.0550,536.2500,3.2696
bismuth,8.3680,7.0800,121,1.1800,3146.0000,9750.0000,58.1672,59.4468,85,0.0775,755.6250,4.6071
bismuth,8.3680,7.0800,121,1.1800,3146.0000,9750.0000,58.1672,59.4468,85,0.1000,975.0000,5.9447
bismuth,8.3680,7.0800,121,1.1800,3146.0000,9750.0000,58.1672,59.4468,85,200.8320,1958112.0000,11938.8151
bismuth,8.3680,7.0800,121,1.1800,3146.0000,9750.0000,58.1672,59.4468,85,139.4667,1359800.0000,8290.8438
hard fired silica brick (SiO2 94-95),1.6740,1.2400,753,1.3550,1506.0000,1800.0000,55.4539,53.9839,277,0.0100,18.0000,0.5398
hard fired silica brick (SiO2 94-95),1.6740,1.2400,753,1.3550,1506.0000,1800.0000,55.4539,53.9839,277,0.0325,58.5000,1.7545
hard fired silica brick (SiO2 94-95),1.6740,1.2400,753,1.3550,1506.0000,1800.0000,55.4539,53.9839,277,0.0550,99.0000,2.9691
hard fired silica brick (SiO2 94-95),1.6740,1.2400,753,1.3550,1506.0000,1800.0000,55.4539,53.9839,277,0.0775,139.5000,4.1838
hard fired silica brick (SiO2 94-95),1.6740,1.2400,753,1.3550,1506.0000,1800.0000,55.4539,53.9839,277,0.1000,180.0000,5.3984
hard fired silica brick (SiO2 94-95),1.6740,1.2400,753,1.3550,1506.0000,1800.0000,55.4539,53.9839,277,40.1760,72316.8000,2168.8566
hard fired silica brick (SiO2 94-95),1.6740,1.2400,753,1.3550,1506.0000,1800.0000,55.4539,53.9839,277,27.9000,50220.0000,1506.1504
steel stainless 304,14.6440,3.6800,502,3.9760,7631.0000,7920.0000,52.1259,41.2341,707,0.0100,79.2000,0.4123
steel stainless 304,14.6440,3.6800,502,3.9760,7631.0000,7920.0000,52.1259,41.2341,707,0.0325,257.4000,1.3401
steel stainless 304,14.6440,3.6800,502,3.9760,7631.0000,7920.0000,52.1259,41.2341,707,0.0550,435.6000,2.2679
steel stainless 304,14.6440,3.6800,502,3.9760,7631.0000,7920.0000,52.1259,41.2341,707,0.0775,613.8000,3.1956
steel stainless 304,14.6440,3.6800,502,3.9760,7631.0000,7920.0000,52.1259,41.2341,707,0.1000,792.0000,4.1234
steel stainless 304,14.6440,3.6800,502,3.9760,7631.0000,7920.0000,52.1259,41.2341,707,351.4560,2783531.5200,14491.9824
steel stainless 304,14.6440,3.6800,502,3.9760,7631.0000,7920.0000,52.1259,41.2341,707,244.0667,1933008.0000,10063.8767
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,529,0.0100,6.9900,0.6109
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,529,0.0325,22.7175,1.9854
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,529,0.0550,38.4450,3.3600
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,529,0.0775,54.1725,4.7345
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,529,0.1000,69.9000,6.1091
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,529,2.9911,2090.7929,182.7292
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,529,2.0772,1451.9395,126.8953
limestone (H2O 15.3),0.9200,0.6100,921,1.5200,1182.0000,1650.0000,51.8237,58.7047,333,0.0100,16.5000,0.5870
limestone (H2O 15.3),0.9200,0.6100,921,1.5200,1182.0000,1650.0000,51.8237,58.7047,333,0.0325,53.6250,1.9079
limestone (H2O 15.3),0.9200,0.6100,921,1.5200,1182.0000,1650.0000,51.8237,58.7047,333,0.0550,90.7500,3.2288
limestone (H2O 15.3),0.9200,0.6100,921,1.5200,1182.0000,1650.0000,51.8237,58.7047,333,0.0775,127.8750,4.5496
limestone (H2O 15.3),0.9200,0.6100,921,1.5200,1182.0000,1650.0000,51.8237,58.7047,333,0.1000,165.0000,5.8705
limestone (H2O 15.3),0.9200,0.6100,921,1.5200,1182.0000,1650.0000,51.8237,58.7047,333,22.0800,36432.0000,1296.2000
limestone (H2O 15.3),0.9200,0.6100,921,1.5200,1182.0000,1650.0000,51.8237,58.7047,333,15.3333,25300.0000,900.1389
alumina brick (Al2O3 53) (20 p),1.3810,0.7900,753,1.7540,1557.0000,2330.0000,51.8539,61.4753,13,0.0100,23.3000,0.6148
alumina brick (Al2O3 53) (20 p),1.3810,0.7900,753,1.7540,1557.0000,2330.0000,51.8539,61.4753,13,0.0325,75.7250,1.9979
alumina brick (Al2O3 53) (20 p),1.3810,0.7900,753,1.7540,1557.0000,2330.0000,51.8539,61.4753,13,0.0550,128.1500,3.3811
alumina brick (Al2O3 53) (20 p),1.3810,0.7900,753,1.7540,1557.0000,2330.0000,51.8539,61.4753,13,0.0775,180.5750,4.7643
alumina brick (Al2O3 53) (20 p),1.3810,0.7900,753,1.7540,1557.0000,2330.0000,51.8539,61.4753,13,0.1000,233.0000,6.1475
alumina brick (Al2O3 53) (20 p),1.3810,0.7900,753,1.7540,1557.0000,2330.0000,51.8539,61.4753,13,33.1440,77225.5200,2037.5387
alumina brick (Al2O3 53) (20 p),1.3810,0.7900,753,1.7540,1557.0000,2330.0000,51.8539,61.4753,13,23.0167,53628.8333,1414.9574
melamine asbestos filled (mst 95-205),0.6280,0.2000,1674,3.0970,1394.0000,1850.0000,44.6412,71.2190,415,0.0100,18.5000,0.7122
melamine asbestos filled (mst 95-205),0.6280,0.2000,1674,3.0970,1394.0000,1850.0000,44.6412,71.2190,415,0.0325,60.1250,2.3146
melamine asbestos filled (mst 95-205),0.6280,0.2000,1674,3.0970,1394.0000,1850.0000,44.6412,71.2190,415,0.0550,101.7500,3.9170
melamine asbestos filled (mst 95-205),0.6280,0.2000,1674,3.0970,1394.0000,1850.0000,44.6412,71.2190,415,0.0775,143.3750,5.5195
melamine asbestos filled (mst 95-205),0.6280,0.2000,1674,3.0970,1394.0000,1850.0000,44.6412,71.2190,415,0.1000,185.0000,7.1219
melamine asbestos filled (mst 95-205),0.6280,0.2000,1674,3.0970,1394.0000,1850.0000,44.6412,71.2190,415,15.0720,27883.2000,1073.4127
melamine asbestos filled (mst 95-205),0.6280,0.2000,1674,3.0970,1394.0000,1850.0000,44.6412,71.2190,415,10.4667,19363.3333,745.4255
titanium alloy (Ti Bal  Sn4.8  Al4.5),7.5310,3.2000,523,2.3540,4210.0000,4500.0000,72.0776,60.1873,774,0.0100,45.0000,0.6019
titanium alloy (Ti Bal  Sn4.8  Al4.5),7.5310,3.2000,523,2.3540,4210.0000,4500.0000,72.0776,60.1873,774,0.0325,146.2500,1.9561
titanium alloy (Ti Bal  Sn4.8  Al4.5),7.5310,3.2000,523,2.3540,4210.0000,4500.0000,72.0776,60.1873,774,0.0550,247.5000,3.3103
titanium alloy (Ti Bal  Sn4.8  Al4.5),7.5310,3.2000,523,2.3540,4210.0000,4500.0000,72.0776,60.1873,774,0.0775,348.7500,4.6645
titanium alloy (Ti Bal  Sn4.8  Al4.5),7.5310,3.2000,523,2.3540,4210.0000,4500.0000,72.0776,60.1873,774,0.1000,450.0000,6.0187
titanium alloy (Ti Bal  Sn4.8  Al4.5),7.5310,3.2000,523,2.3540,4210.0000,4500.0000,72.0776,60.1873,774,180.7440,813348.0000,10878.4854
titanium alloy (Ti Bal  Sn4.8  Al4.5),7.5310,3.2000,523,2.3540,4210.0000,4500.0000,72.0776,60.1873,774,125.5167,564825.0000,7554.5037
magnesium alloy a3a (wrought),108.7800,60.0000,1025,1.8140,14048.0000,1770.0000,63.3566,63.7137,359,0.0100,17.7000,0.6371
magnesium alloy a3a (wrought),108.7800,60.0000,1025,1.8140,14048.0000,1770.0000,63.3566,63.7137,359,0.0325,57.5250,2.0707
magnesium alloy a3a (wrought),108.7800,60.0000,1025,1.8140,14048.0000,1770.0000,63.3566,63.7137,359,0.0550,97.3500,3.5043
magnesium alloy a3a (wrought),108.7800,60.0000,1025,1.8140,14048.0000,1770.0000,63.3566,63.7137,359,0.0775,137.1750,4.9378
magnesium alloy a3a (wrought),108.7800,60.0000,1025,1.8140,14048.0000,1770.0000,63.3566,63.7137,359,0.1000,177.0000,6.3714
magnesium alloy a3a (wrought),108.7800,60.0000,1025,1.8140,14048.0000,1770.0000,63.3566,63.7137,359,2610.7200,4620974.4000,166338.7483
magnesium alloy a3a (wrought),108.7800,60.0000,1025,1.8140,14048.0000,1770.0000,63.3566,63.7137,359,1813.0000,3209010.0000,115513.0197
solder (Pb50 Sn50),46.0240,24.3000,213,1.8940,9344.0000,8890.0000,53.3763,54.3414,688,0.0100,88.9000,0.5434
solder (Pb50 Sn50),46.0240,24.3000,213,1.8940,9344.0000,8890.0000,53.3763,54.3414,688,0.0325,288.9250,1.7661
solder (Pb50 Sn50),46.0240,24.3000,213,1.8940,9344.0000,8890.0000,53.3763,54.3414,688,0.0550,488.9500,2.9888
solder (Pb50 Sn50),46.0240,24.3000,213,1.8940,9344.0000,8890.0000,53.3763,54.3414,688,0.0775,688.9750,4.2115
solder (Pb50 Sn50),46.0240,24.3000,213,1.8940,9344.0000,8890.0000,53.3763,54.3414,688,0.1000,889.0000,5.4341
solder (Pb50 Sn50),46.0240,24.3000,213,1.8940,9344.0000,8890.0000,53.3763,54.3414,688,1104.5760,9819680.6400,60024.2394
solder (Pb50 Sn50),46.0240,24.3000,213,1.8940,9344.0000,8890.0000,53.3763,54.3414,688,767.0667,6819222.6667,41683.4996
boron nitride (BN) (prs axis 94 d),20.9200,12.5000,795,1.6700,5910.0000,2100.0000,71.3673,52.0607,93,0.0100,21.0000,0.5206
boron nitride (BN) (prs axis 94 d),20.9200,12.5000,795,1.6700,5910.0000,2100.0000,71.3673,52.0607,93,0.0325,68.2500,1.6920
boron nitride (BN) (prs axis 94 d),20.9200,12.5000,795,1.6700,5910.0000,2100.0000,71.3673,52.0607,93,0.0550,115.5000,2.8633
boron nitride (BN) (prs axis 94 d),20.9200,12.5000,795,1.6700,5910.0000,2100.0000,71.3673,52.0607,93,0.0775,162.7500,4.0347
boron nitride (BN) (prs axis 94 d),20.9200,12.5000,795,1.6700,5910.0000,2100.0000,71.3673,52.0607,93,0.1000,210.0000,5.2061
boron nitride (BN) (prs axis 94 d),20.9200,12.5000,795,1.6700,5910.0000,2100.0000,71.3673,52.0607,93,502.0800,1054368.0000,26138.6212
boron nitride (BN) (prs axis 94 d),20.9200,12.5000,795,1.6700,5910.0000,2100.0000,71.3673,52.0607,93,348.6667,732200.0000,18151.8203
boron nitride (BN) (perp pr axis 95 d),32.8440,19.7000,795,1.6700,7405.0000,2100.0000,78.4666,52.5475,92,0.0100,21.0000,0.5255
boron nitride (BN) (perp pr axis 95 d),32.8440,19.7000,795,1.6700,7405.0000,2100.0000,78.4666,52.5475,92,0.0325,68.2500,1.7078
boron nitride (BN) (perp pr axis 95 d),32.8440,19.7000,795,1.6700,7405.0000,2100.0000,78.4666,52.5475,92,0.0550,115.5000,2.8901
boron nitride (BN) (perp pr axis 95 d),32.8440,19.7000,795,1.6700,7405.0000,2100.0000,78.4666,52.5475,92,0.0775,162.7500,4.0724
boron nitride (BN) (perp pr axis 95 d),32.8440,19.7000,795,1.6700,7405.0000,2100.0000,78.4666,52.5475,92,0.1000,210.0000,5.2547
boron nitride (BN) (perp pr axis 95 d),32.8440,19.7000,795,1.6700,7405.0000,2100.0000,78.4666,52.5475,92,788.2560,1655337.6000,41420.8703
boron nitride (BN) (perp pr axis 95 d),32.8440,19.7000,795,1.6700,7405.0000,2100.0000,78.4666,52.5475,92,547.4000,1149540.0000,28764.4933
aluminum oxide foam (Al2O3),0.0420,0.1100,778,0.3890,128.0000,500.0000,52.5976,44.1971,46,0.0100,5.0000,0.4420
aluminum oxide foam (Al2O3),0.0420,0.1100,778,0.3890,128.0000,500.0000,52.5976,44.1971,46,0.0325,16.2500,1.4364
aluminum oxide foam (Al2O3),0.0420,0.1100,778,0.3890,128.0000,500.0000,52.5976,44.1971,46,0.0550,27.5000,2.4308
aluminum oxide foam (Al2O3),0.0420,0.1100,778,0.3890,128.0000,500.0000,52.5976,44.1971,46,0.0775,38.7500,3.4253
aluminum oxide foam (Al2O3),0.0420,0.1100,778,0.3890,128.0000,500.0000,52.5976,44.1971,46,0.1000,50.0000,4.4197
aluminum oxide foam (Al2O3),0.0420,0.1100,778,0.3890,128.0000,500.0000,52.5976,44.1971,46,1.0080,504.0000,44.5507
aluminum oxide foam (Al2O3),0.0420,0.1100,778,0.3890,128.0000,500.0000,52.5976,44.1971,46,0.7000,350.0000,30.9380
silicon nitride (Si3N4) (70 pc dense),1.5480,1.0200,690,1.5180,1533.0000,2200.0000,54.7614,56.7086,656,0.0100,22.0000,0.5671
