Material,Thermal Conductivity (W/m*K),Thermal Diffusivity (mm2/s),Specific Heat Capacity (J/kg*K),Volumetric Specific Heat (MJ/m³K),Thermal Effusivity (Ws0.5/(m2K)),Material Density (kg/m3),Durability (d),Price (c) ($/m^3),Material_encoded,Thickness,Weight,Cost
brass cartridge (Cu70 Zn30),100.4200,28.0000,418,3.5820,18976.0000,8570.0000,31.1209,43.3964,98,2410.0800,20654385.6000,104588.7041
brass cartridge (Cu70 Zn30),100.4200,28.0000,418,3.5820,18976.0000,8570.0000,31.1209,43.3964,98,1673.6667,14343323.3333,72631.0445
olive oil,0.1710,0.0900,1970,1.8120,557.0000,920.0000,51.6213,63.2870,523,0.0100,9.2000,0.6329
olive oil,0.1710,0.0900,1970,1.8120,557.0000,920.0000,51.6213,63.2870,523,0.0325,29.9000,2.0568
olive oil,0.1710,0.0900,1970,1.8120,557.0000,920.0000,51.6213,63.2870,523,0.0550,50.6000,3.4808
olive oil,0.1710,0.0900,1970,1.8120,557.0000,920.0000,51.6213,63.2870,523,0.0775,71.3000,4.9047
olive oil,0.1710,0.0900,1970,1.8120,557.0000,920.0000,51.6213,63.2870,523,0.1000,92.0000,6.3287
olive oil,0.1710,0.0900,1970,1.8120,557.0000,920.0000,51.6213,63.2870,523,4.1040,3775.6800,259.7298
olive oil,0.1710,0.0900,1970,1.8120,557.0000,920.0000,51.6213,63.2870,523,2.8500,2622.0000,180.3679
nickel alloy d and e,44.7690,11.1000,460,4.0480,13465.0000,8800.0000,41.4763,9.6157,448,0.0100,88.0000,0.0962
nickel alloy d and e,44.7690,11.1000,460,4.0480,13465.0000,8800.0000,41.4763,9.6157,448,0.0325,286.0000,0.3125
nickel alloy d and e,44.7690,11.1000,460,4.0480,13465.0000,8800.0000,41.4763,9.6157,448,0.0550,484.0000,0.5289
nickel alloy d and e,44.7690,11.1000,460,4.0480,13465.0000,8800.0000,41.4763,9.6157,448,0.0775,682.0000,0.7452
nickel alloy d and e,44.7690,11.1000,460,4.0480,13465.0000,8800.0000,41.4763,9.6157,448,0.1000,880.0000,0.9616
nickel alloy d and e,44.7690,11.1000,460,4.0480,13465.0000,8800.0000,41.4763,9.6157,448,1074.4560,9455212.8000,10331.6713
nickel alloy d and e,44.7690,11.1000,460,4.0480,13465.0000,8800.0000,41.4763,9.6157,448,746.1500,6566120.0000,7174.7717
sapphire - aluminum oxide (Al2O3) (polyxtal 100 d),38.4930,12.4000,778,3.0960,10919.0000,3980.0000,53.1805,33.9218,634,0.0100,39.8000,0.3392
sapphire - aluminum oxide (Al2O3) (polyxtal 100 d),38.4930,12.4000,778,3.0960,10919.0000,3980.0000,53.1805,33.9218,634,0.0325,129.3500,1.1025
sapphire - aluminum oxide (Al2O3) (polyxtal 100 d),38.4930,12.4000,778,3.0960,10919.0000,3980.0000,53.1805,33.9218,634,0.0550,218.9000,1.8657
sapphire - aluminum oxide (Al2O3) (polyxtal 100 d),38.4930,12.4000,778,3.0960,10919.0000,3980.0000,53.1805,33.9218,634,0.0775,308.4500,2.6289
sapphire - aluminum oxide (Al2O3) (polyxtal 100 d),38.4930,12.4000,778,3.0960,10919.0000,3980.0000,53.1805,33.9218,634,0.1000,398.0000,3.3922
sapphire - aluminum oxide (Al2O3) (polyxtal 100 d),38.4930,12.4000,778,3.0960,10919.0000,3980.0000,53.1805,33.9218,634,923.8320,3676851.3600,31338.0009
sapphire - aluminum oxide (Al2O3) (polyxtal 100 d),38.4930,12.4000,778,3.0960,10919.0000,3980.0000,53.1805,33.9218,634,641.5500,2553369.0000,21762.5006
polyester glass fiber reinforced  tac,0.1760,0.1300,1130,1.3900,494.0000,1230.0000,52.0701,57.2566,554,0.0100,12.3000,0.5726
polyester glass fiber reinforced  tac,0.1760,0.1300,1130,1.3900,494.0000,1230.0000,52.0701,57.2566,554,0.0325,39.9750,1.8608
polyester glass fiber reinforced  tac,0.1760,0.1300,1130,1.3900,494.0000,1230.0000,52.0701,57.2566,554,0.0550,67.6500,3.1491
polyester glass fiber reinforced  tac,0.1760,0.1300,1130,1.3900,494.0000,1230.0000,52.0701,57.2566,554,0.0775,95.3250,4.4374
polyester glass fiber reinforced  tac,0.1760,0.1300,1130,1.3900,494.0000,1230.0000,52.0701,57.2566,554,0.1000,123.0000,5.7257
polyester glass fiber reinforced  tac,0.1760,0.1300,1130,1.3900,494.0000,1230.0000,52.0701,57.2566,554,4.2240,5195.5200,241.8518
polyester glass fiber reinforced  tac,0.1760,0.1300,1130,1.3900,494.0000,1230.0000,52.0701,57.2566,554,2.9333,3608.0000,167.9527
tungsten carbide cermet carboloy 905,100.4200,31.8000,209,3.1560,17811.0000,15100.0000,19.4745,54.4746,811,0.0100,151.0000,0.5447
tungsten carbide cermet carboloy 905,100.4200,31.8000,209,3.1560,17811.0000,15100.0000,19.4745,54.4746,811,0.0325,490.7500,1.7704
tungsten carbide cermet carboloy 905,100.4200,31.8000,209,3.1560,17811.0000,15100.0000,19.4745,54.4746,811,0.0550,830.5000,2.9961
tungsten carbide cermet carboloy 905,100.4200,31.8000,209,3.1560,17811.0000,15100.0000,19.4745,54.4746,811,0.0775,1170.2500,4.2218
tungsten carbide cermet carboloy 905,100.4200,31.8000,209,3.1560,17811.0000,15100.0000,19.4745,54.4746,811,0.1000,1510.0000,5.4475
tungsten carbide cermet carboloy 905,100.4200,31.8000,209,3.1560,17811.0000,15100.0000,19.4745,54.4746,811,2410.0800,36392208.0000,131288.1681
tungsten carbide cermet carboloy 905,100.4200,31.8000,209,3.1560,17811.0000,15100.0000,19.4745,54.4746,811,1673.6667,25272366.6667,91172.3389
magnesium alloy zw3(x) (zk31) (wrought),125.5200,72.5000,962,1.7320,14745.0000,1800.0000,64.7724,64.1508,381,0.0100,18.0000,0.6415
magnesium alloy zw3(x) (zk31) (wrought),125.5200,72.5000,962,1.7320,14745.0000,1800.0000,64.7724,64.1508,381,0.0325,58.5000,2.0849
magnesium alloy zw3(x) (zk31) (wrought),125.5200,72.5000,962,1.7320,14745.0000,1800.0000,64.7724,64.1508,381,0.0550,99.0000,3.5283
magnesium alloy zw3(x) (zk31) (wrought),125.5200,72.5000,962,1.7320,14745.0000,1800.0000,64.7724,64.1508,381,0.0775,139.5000,4.9717
magnesium alloy zw3(x) (zk31) (wrought),125.5200,72.5000,962,1.7320,14745.0000,1800.0000,64.7724,64.1508,381,0.1000,180.0000,6.4151
magnesium alloy zw3(x) (zk31) (wrought),125.5200,72.5000,962,1.7320,14745.0000,1800.0000,64.7724,64.1508,381,3012.4800,5422464.0000,193252.8815
magnesium alloy zw3(x) (zk31) (wrought),125.5200,72.5000,962,1.7320,14745.0000,1800.0000,64.7724,64.1508,381,2092.0000,3765600.0000,134203.3899
cerium,10.8780,8.3200,193,1.3100,3771.0000,6790.0000,60.1469,61.6564,139,0.0100,67.9000,0.6166
cerium,10.8780,8.3200,193,1.3100,3771.0000,6790.0000,60.1469,61.6564,139,0.0325,220.6750,2.0038
cerium,10.8780,8.3200,193,1.3100,3771.0000,6790.0000,60.1469,61.6564,139,0.0550,373.4500,3.3911
cerium,10.8780,8.3200,193,1.3100,3771.0000,6790.0000,60.1469,61.6564,139,0.0775,526.2250,4.7784
cerium,10.8780,8.3200,193,1.3100,3771.0000,6790.0000,60.1469,61.6564,139,0.1000,679.0000,6.1656
cerium,10.8780,8.3200,193,1.3100,3771.0000,6790.0000,60.1469,61.6564,139,261.0720,1772678.8800,16096.7524
cerium,10.8780,8.3200,193,1.3100,3771.0000,6790.0000,60.1469,61.6564,139,181.3000,1231027.0000,11178.3002
niobium nitride (Nb2N),7.9500,2.9700,322,2.6760,4614.0000,8310.0000,43.0316,48.9370,509,0.0100,83.1000,0.4894
niobium nitride (Nb2N),7.9500,2.9700,322,2.6760,4614.0000,8310.0000,43.0316,48.9370,509,0.0325,270.0750,1.5905
niobium nitride (Nb2N),7.9500,2.9700,322,2.6760,4614.0000,8310.0000,43.0316,48.9370,509,0.0550,457.0500,2.6915
niobium nitride (Nb2N),7.9500,2.9700,322,2.6760,4614.0000,8310.0000,43.0316,48.9370,509,0.0775,644.0250,3.7926
niobium nitride (Nb2N),7.9500,2.9700,322,2.6760,4614.0000,8310.0000,43.0316,48.9370,509,0.1000,831.0000,4.8937
niobium nitride (Nb2N),7.9500,2.9700,322,2.6760,4614.0000,8310.0000,43.0316,48.9370,509,190.8000,1585548.0000,9337.1815
niobium nitride (Nb2N),7.9500,2.9700,322,2.6760,4614.0000,8310.0000,43.0316,48.9370,509,132.5000,1101075.0000,6484.1538
silver antimony telluride (SnTe 25 pc),0.9830,0.7200,209,1.3590,1156.0000,6500.0000,55.9176,65.0638,667,0.0100,65.0000,0.6506
silver antimony telluride (SnTe 25 pc),0.9830,0.7200,209,1.3590,1156.0000,6500.0000,55.9176,65.0638,667,0.0325,211.2500,2.1146
silver antimony telluride (SnTe 25 pc),0.9830,0.7200,209,1.3590,1156.0000,6500.0000,55.9176,65.0638,667,0.0550,357.5000,3.5785
silver antimony telluride (SnTe 25 pc),0.9830,0.7200,209,1.3590,1156.0000,6500.0000,55.9176,65.0638,667,0.0775,503.7500,5.0424
silver antimony telluride (SnTe 25 pc),0.9830,0.7200,209,1.3590,1156.0000,6500.0000,55.9176,65.0638,667,0.1000,650.0000,6.5064
silver antimony telluride (SnTe 25 pc),0.9830,0.7200,209,1.3590,1156.0000,6500.0000,55.9176,65.0638,667,23.5920,153348.0000,1534.9861
silver antimony telluride (SnTe 25 pc),0.9830,0.7200,209,1.3590,1156.0000,6500.0000,55.9176,65.0638,667,16.3833,106491.6667,1065.9626
cobalt alloy wi-A664:G67052,25.1040,7.1400,418,3.5110,9393.0000,8400.0000,44.4733,27.2927,175,0.0100,84.0000,0.2729
cobalt alloy wi-A664:G67052,25.1040,7.1400,418,3.5110,9393.0000,8400.0000,44.4733,27.2927,175,0.0325,273.0000,0.8870
cobalt alloy wi-A664:G67052,25.1040,7.1400,418,3.5110,9393.0000,8400.0000,44.4733,27.2927,175,0.0550,462.0000,1.5011
cobalt alloy wi-A664:G67052,25.1040,7.1400,418,3.5110,9393.0000,8400.0000,44.4733,27.2927,175,0.0775,651.0000,2.1152
cobalt alloy wi-A664:G67052,25.1040,7.1400,418,3.5110,9393.0000,8400.0000,44.4733,27.2927,175,0.1000,840.0000,2.7293
cobalt alloy wi-A664:G67052,25.1040,7.1400,418,3.5110,9393.0000,8400.0000,44.4733,27.2927,175,602.4960,5060966.4000,16443.7576
cobalt alloy wi-A664:G67052,25.1040,7.1400,418,3.5110,9393.0000,8400.0000,44.4733,27.2927,175,418.4000,3514560.0000,11419.2761
titanium carbide (TiC) (93 pc dense),16.3180,6.2900,569,2.5950,6507.0000,4560.0000,76.9435,44.1028,787,0.0100,45.6000,0.4410
titanium carbide (TiC) (93 pc dense),16.3180,6.2900,569,2.5950,6507.0000,4560.0000,76.9435,44.1028,787,0.0325,148.2000,1.4333
titanium carbide (TiC) (93 pc dense),16.3180,6.2900,569,2.5950,6507.0000,4560.0000,76.9435,44.1028,787,0.0550,250.8000,2.4257
titanium carbide (TiC) (93 pc dense),16.3180,6.2900,569,2.5950,6507.0000,4560.0000,76.9435,44.1028,787,0.0775,353.4000,3.4180
titanium carbide (TiC) (93 pc dense),16.3180,6.2900,569,2.5950,6507.0000,4560.0000,76.9435,44.1028,787,0.1000,456.0000,4.4103
titanium carbide (TiC) (93 pc dense),16.3180,6.2900,569,2.5950,6507.0000,4560.0000,76.9435,44.1028,787,391.6320,1785841.9200,17272.0611
titanium carbide (TiC) (93 pc dense),16.3180,6.2900,569,2.5950,6507.0000,4560.0000,76.9435,44.1028,787,271.9667,1240168.0000,11994.4869
cobalt alloy hs-23,13.3890,3.7500,418,3.5700,6917.0000,8540.0000,47.7224,41.0624,162,0.0100,85.4000,0.4106
cobalt alloy hs-23,13.3890,3.7500,418,3.5700,6917.0000,8540.0000,47.7224,41.0624,162,0.0325,277.5500,1.3345
cobalt alloy hs-23,13.3890,3.7500,418,3.5700,6917.0000,8540.0000,47.7224,41.0624,162,0.0550,469.7000,2.2584
cobalt alloy hs-23,13.3890,3.7500,418,3.5700,6917.0000,8540.0000,47.7224,41.0624,162,0.0775,661.8500,3.1823
cobalt alloy hs-23,13.3890,3.7500,418,3.5700,6917.0000,8540.0000,47.7224,41.0624,162,0.1000,854.0000,4.1062
cobalt alloy hs-23,13.3890,3.7500,418,3.5700,6917.0000,8540.0000,47.7224,41.0624,162,321.3360,2744209.4400,13194.8203
cobalt alloy hs-23,13.3890,3.7500,418,3.5700,6917.0000,8540.0000,47.7224,41.0624,162,223.1500,1905701.0000,9163.0697
magnesium alloy bz33a(ac ah) (casting),100.4200,53.5000,1025,1.8760,13725.0000,1830.0000,62.5324,63.4121,356,0.0100,18.3000,0.6341
magnesium alloy bz33a(ac ah) (casting),100.4200,53.5000,1025,1.8760,13725.0000,1830.0000,62.5324,63.4121,356,0.0325,59.4750,2.0609
magnesium alloy bz33a(ac ah) (casting),100.4200,53.5000,1025,1.8760,13725.0000,1830.0000,62.5324,63.4121,356,0.0550,100.6500,3.4877
magnesium alloy bz33a(ac ah) (casting),100.4200,53.5000,1025,1.8760,13725.0000,1830.0000,62.5324,63.4121,356,0.0775,141.8250,4.9144
magnesium alloy bz33a(ac ah) (casting),100.4200,53.5000,1025,1.8760,13725.0000,1830.0000,62.5324,63.4121,356,0.1000,183.0000,6.3412
magnesium alloy bz33a(ac ah) (casting),100.4200,53.5000,1025,1.8760,13725.0000,1830.0000,62.5324,63.4121,356,2410.0800,4410446.4000,152828.2581
magnesium alloy bz33a(ac ah) (casting),100.4200,53.5000,1025,1.8760,13725.0000,1830.0000,62.5324,63.4121,356,1673.6667,3062810.0000,106130.7348
antimony telluride (Sb2Te3),3.3050,2.4300,209,1.3590,2120.0000,6500.0000,54.9474,60.8510,56,0.0100,65.0000,0.6085
antimony telluride (Sb2Te3),3.3050,2.4300,209,1.3590,2120.0000,6500.0000,54.9474,60.8510,56,0.0325,211.2500,1.9777
antimony telluride (Sb2Te3),3.3050,2.4300,209,1.3590,2120.0000,6500.0000,54.9474,60.8510,56,0.0550,357.5000,3.3468
antimony telluride (Sb2Te3),3.3050,2.4300,209,1.3590,2120.0000,6500.0000,54.9474,60.8510,56,0.0775,503.7500,4.7159
antimony telluride (Sb2Te3),3.3050,2.4300,209,1.3590,2120.0000,6500.0000,54.9474,60.8510,56,0.1000,650.0000,6.0851
antimony telluride (Sb2Te3),3.3050,2.4300,209,1.3590,2120.0000,6500.0000,54.9474,60.8510,56,79.3200,515580.0000,4826.6975
antimony telluride (Sb2Te3),3.3050,2.4300,209,1.3590,2120.0000,6500.0000,54.9474,60.8510,56,55.0833,358041.6667,3351.8733
iron ni-hard types 1 and 2 (kovar),14.2260,4.0200,460,3.5420,7100.0000,7700.0000,50.4290,39.6938,293,0.0100,77.0000,0.3969
iron ni-hard types 1 and 2 (kovar),14.2260,4.0200,460,3.5420,7100.0000,7700.0000,50.4290,39.6938,293,0.0325,250.2500,1.2901
iron ni-hard types 1 and 2 (kovar),14.2260,4.0200,460,3.5420,7100.0000,7700.0000,50.4290,39.6938,293,0.0550,423.5000,2.1832
iron ni-hard types 1 and 2 (kovar),14.2260,4.0200,460,3.5420,7100.0000,7700.0000,50.4290,39.6938,293,0.0775,596.7500,3.0763
iron ni-hard types 1 and 2 (kovar),14.2260,4.0200,460,3.5420,7100.0000,7700.0000,50.4290,39.6938,293,0.1000,770.0000,3.9694
iron ni-hard types 1 and 2 (kovar),14.2260,4.0200,460,3.5420,7100.0000,7700.0000,50.4290,39.6938,293,341.4240,2628964.8000,13552.4324
iron ni-hard types 1 and 2 (kovar),14.2260,4.0200,460,3.5420,7100.0000,7700.0000,50.4290,39.6938,293,237.1000,1825670.0000,9411.4114
pyrex glass,1.1300,0.7000,728,1.6160,1351.0000,2220.0000,52.8242,59.3076,604,0.0100,22.2000,0.5931
pyrex glass,1.1300,0.7000,728,1.6160,1351.0000,2220.0000,52.8242,59.3076,604,0.0325,72.1500,1.9275
pyrex glass,1.1300,0.7000,728,1.6160,1351.0000,2220.0000,52.8242,59.3076,604,0.0550,122.1000,3.2619
pyrex glass,1.1300,0.7000,728,1.6160,1351.0000,2220.0000,52.8242,59.3076,604,0.0775,172.0500,4.5963
pyrex glass,1.1300,0.7000,728,1.6160,1351.0000,2220.0000,52.8242,59.3076,604,0.1000,222.0000,5.9308
pyrex glass,1.1300,0.7000,728,1.6160,1351.0000,2220.0000,52.8242,59.3076,604,27.1200,60206.4000,1608.4226
pyrex glass,1.1300,0.7000,728,1.6160,1351.0000,2220.0000,52.8242,59.3076,604,18.8333,41810.0000,1116.9601
n-heptane  (25 °C),0.1222,0.0800,2247,1.5270,35.0000,680.0000,54.6163,61.0906,429,0.0100,6.8000,0.6109
n-heptane  (25 °C),0.1222,0.0800,2247,1.5270,35.0000,680.0000,54.6163,61.0906,429,0.0325,22.1000,1.9854
n-heptane  (25 °C),0.1222,0.0800,2247,1.5270,35.0000,680.0000,54.6163,61.0906,429,0.0550,37.4000,3.3600
n-heptane  (25 °C),0.1222,0.0800,2247,1.5270,35.0000,680.0000,54.6163,61.0906,429,0.0775,52.7000,4.7345
n-heptane  (25 °C),0.1222,0.0800,2247,1.5270,35.0000,680.0000,54.6163,61.0906,429,0.1000,68.0000,6.1091
n-heptane  (25 °C),0.1222,0.0800,2247,1.5270,35.0000,680.0000,54.6163,61.0906,429,2.9328,1994.3040,179.1664
n-heptane  (25 °C),0.1222,0.0800,2247,1.5270,35.0000,680.0000,54.6163,61.0906,429,2.0367,1384.9333,124.4211
vegetable oil,0.1500,0.0833,2000,1.8000,519.7000,900.0000,51.9785,63.0251,861,0.0100,9.0000,0.6303
vegetable oil,0.1500,0.0833,2000,1.8000,519.7000,900.0000,51.9785,63.0251,861,0.0325,29.2500,2.0483
vegetable oil,0.1500,0.0833,2000,1.8000,519.7000,900.0000,51.9785,63.0251,861,0.0550,49.5000,3.4664
vegetable oil,0.1500,0.0833,2000,1.8000,519.7000,900.0000,51.9785,63.0251,861,0.0775,69.7500,4.8844
vegetable oil,0.1500,0.0833,2000,1.8000,519.7000,900.0000,51.9785,63.0251,861,0.1000,90.0000,6.3025
vegetable oil,0.1500,0.0833,2000,1.8000,519.7000,900.0000,51.9785,63.0251,861,3.6000,3240.0000,226.8905
vegetable oil,0.1500,0.0833,2000,1.8000,519.7000,900.0000,51.9785,63.0251,861,2.5000,2250.0000,157.5629
air,0.0250,19.4000,1004,0.0010,6.0000,1.2900,51.7377,37.0020,11,0.0100,0.0129,0.3700
air,0.0250,19.4000,1004,0.0010,6.0000,1.2900,51.7377,37.0020,11,0.0325,0.0419,1.2026
air,0.0250,19.4000,1004,0.0010,6.0000,1.2900,51.7377,37.0020,11,0.0550,0.0710,2.0351
air,0.0250,19.4000,1004,0.0010,6.0000,1.2900,51.7377,37.0020,11,0.0775,0.1000,2.8677
air,0.0250,19.4000,1004,0.0010,6.0000,1.2900,51.7377,37.0020,11,0.1000,0.1290,3.7002
air,0.0250,19.4000,1004,0.0010,6.0000,1.2900,51.7377,37.0020,11,0.6000,0.7740,22.2012
air,0.0250,19.4000,1004,0.0010,6.0000,1.2900,51.7377,37.0020,11,0.4167,0.5375,15.4175
thorium boride (ThB4),15.8990,3.8100,494,4.1740,8144.0000,8450.0000,51.6594,38.6661,752,0.0100,84.5000,0.3867
thorium boride (ThB4),15.8990,3.8100,494,4.1740,8144.0000,8450.0000,51.6594,38.6661,752,0.0325,274.6250,1.2566
thorium boride (ThB4),15.8990,3.8100,494,4.1740,8144.0000,8450.0000,51.6594,38.6661,752,0.0550,464.7500,2.1266
thorium boride (ThB4),15.8990,3.8100,494,4.1740,8144.0000,8450.0000,51.6594,38.6661,752,0.0775,654.8750,2.9966
thorium boride (ThB4),15.8990,3.8100,494,4.1740,8144.0000,8450.0000,51.6594,38.6661,752,0.1000,845.0000,3.8666
thorium boride (ThB4),15.8990,3.8100,494,4.1740,8144.0000,8450.0000,51.6594,38.6661,752,381.5760,3224317.2000,14754.0703
thorium boride (ThB4),15.8990,3.8100,494,4.1740,8144.0000,8450.0000,51.6594,38.6661,752,264.9833,2239109.1667,10245.8821
potassium bromide (KBr 50),2.5100,2.0000,531,1.2530,1774.0000,2360.0000,55.3184,54.0405,583,0.0100,23.6000,0.5404
potassium bromide (KBr 50),2.5100,2.0000,531,1.2530,1774.0000,2360.0000,55.3184,54.0405,583,0.0325,76.7000,1.7563
potassium bromide (KBr 50),2.5100,2.0000,531,1.2530,1774.0000,2360.0000,55.3184,54.0405,583,0.0550,129.8000,2.9722
potassium bromide (KBr 50),2.5100,2.0000,531,1.2530,1774.0000,2360.0000,55.3184,54.0405,583,0.0775,182.9000,4.1881
potassium bromide (KBr 50),2.5100,2.0000,531,1.2530,1774.0000,2360.0000,55.3184,54.0405,583,0.1000,236.0000,5.4041
potassium bromide (KBr 50),2.5100,2.0000,531,1.2530,1774.0000,2360.0000,55.3184,54.0405,583,60.2400,142166.4000,3255.4013
potassium bromide (KBr 50),2.5100,2.0000,531,1.2530,1774.0000,2360.0000,55.3184,54.0405,583,41.8333,98726.6667,2260.6954
titanium oxide (TiO2) (rutile  a axis),8.7860,3.0100,686,2.9160,5062.0000,4250.0000,54.9175,73.5216,798,0.0100,42.5000,0.7352
titanium oxide (TiO2) (rutile  a axis),8.7860,3.0100,686,2.9160,5062.0000,4250.0000,54.9175,73.5216,798,0.0325,138.1250,2.3895
titanium oxide (TiO2) (rutile  a axis),8.7860,3.0100,686,2.9160,5062.0000,4250.0000,54.9175,73.5216,798,0.0550,233.7500,4.0437
titanium oxide (TiO2) (rutile  a axis),8.7860,3.0100,686,2.9160,5062.0000,4250.0000,54.9175,73.5216,798,0.0775,329.3750,5.6979
titanium oxide (TiO2) (rutile  a axis),8.7860,3.0100,686,2.9160,5062.0000,4250.0000,54.9175,73.5216,798,0.1000,425.0000,7.3522
titanium oxide (TiO2) (rutile  a axis),8.7860,3.0100,686,2.9160,5062.0000,4250.0000,54.9175,73.5216,798,210.8640,896172.0000,15503.0608
titanium oxide (TiO2) (rutile  a axis),8.7860,3.0100,686,2.9160,5062.0000,4250.0000,54.9175,73.5216,798,146.4333,622341.6667,10766.0144
lithium manganese selenide (97mn.3li.-),2.8030,1.3200,385,2.1180,2436.0000,5500.0000,57.8674,80.6698,327,0.0100,55.0000,0.8067
lithium manganese selenide (97mn.3li.-),2.8030,1.3200,385,2.1180,2436.0000,5500.0000,57.8674,80.6698,327,0.0325,178.7500,2.6218
lithium manganese selenide (97mn.3li.-),2.8030,1.3200,385,2.1180,2436.0000,5500.0000,57.8674,80.6698,327,0.0550,302.5000,4.4368
lithium manganese selenide (97mn.3li.-),2.8030,1.3200,385,2.1180,2436.0000,5500.0000,57.8674,80.6698,327,0.0775,426.2500,6.2519
lithium manganese selenide (97mn.3li.-),2.8030,1.3200,385,2.1180,2436.0000,5500.0000,57.8674,80.6698,327,0.1000,550.0000,8.0670
lithium manganese selenide (97mn.3li.-),2.8030,1.3200,385,2.1180,2436.0000,5500.0000,57.8674,80.6698,327,67.2720,369996.0000,5426.8188
lithium manganese selenide (97mn.3li.-),2.8030,1.3200,385,2.1180,2436.0000,5500.0000,57.8674,80.6698,327,46.7167,256941.6667,3768.6242
magnesium alloy ze10a(o h24) (wrought),135.9800,75.4000,1025,1.8040,15662.0000,1760.0000,65.0837,66.2775,370,0.0100,17.6000,0.6628
magnesium alloy ze10a(o h24) (wrought),135.9800,75.4000,1025,1.8040,15662.0000,1760.0000,65.0837,66.2775,370,0.0325,57.2000,2.1540
magnesium alloy ze10a(o h24) (wrought),135.9800,75.4000,1025,1.8040,15662.0000,1760.0000,65.0837,66.2775,370,0.0550,96.8000,3.6453
magnesium alloy ze10a(o h24) (wrought),135.9800,75.4000,1025,1.8040,15662.0000,1760.0000,65.0837,66.2775,370,0.0775,136.4000,5.1365
magnesium alloy ze10a(o h24) (wrought),135.9800,75.4000,1025,1.8040,15662.0000,1760.0000,65.0837,66.2775,370,0.1000,176.0000,6.6277
magnesium alloy ze10a(o h24) (wrought),135.9800,75.4000,1025,1.8040,15662.0000,1760.0000,65.0837,66.2775,370,3263.5200,5743795.2000,216297.8358
magnesium alloy ze10a(o h24) (wrought),135.9800,75.4000,1025,1.8040,15662.0000,1760.0000,65.0837,66.2775,370,2266.3333,3988746.6667,150206.8304
cobalt silicide (cos),9.6230,2.4900,586,3.8680,6100.0000,6600.0000,42.4593,57.5137,177,0.0100,66.0000,0.5751
cobalt silicide (cos),9.6230,2.4900,586,3.8680,6100.0000,6600.0000,42.4593,57.5137,177,0.0325,214.5000,1.8692
cobalt silicide (cos),9.6230,2.4900,586,3.8680,6100.0000,6600.0000,42.4593,57.5137,177,0.0550,363.0000,3.1633
cobalt silicide (cos),9.6230,2.4900,586,3.8680,6100.0000,6600.0000,42.4593,57.5137,177,0.0775,511.5000,4.4573
cobalt silicide (cos),9.6230,2.4900,586,3.8680,6100.0000,6600.0000,42.4593,57.5137,177,0.1000,660.0000,5.7514
cobalt silicide (cos),9.6230,2.4900,586,3.8680,6100.0000,6600.0000,42.4593,57.5137,177,230.9520,1524283.2000,13282.8971
cobalt silicide (cos),9.6230,2.4900,586,3.8680,6100.0000,6600.0000,42.4593,57.5137,177,160.3833,1058530.0000,9224.2341
manganese oxide (MnO) (single xtal),10.0420,3.0900,603,3.2560,5716.0000,5400.0000,35.8917,65.8396,391,0.0100,54.0000,0.6584
manganese oxide (MnO) (single xtal),10.0420,3.0900,603,3.2560,5716.0000,5400.0000,35.8917,65.8396,391,0.0325,175.5000,2.1398
manganese oxide (MnO) (single xtal),10.0420,3.0900,603,3.2560,5716.0000,5400.0000,35.8917,65.8396,391,0.0550,297.0000,3.6212
manganese oxide (MnO) (single xtal),10.0420,3.0900,603,3.2560,5716.0000,5400.0000,35.8917,65.8396,391,0.0775,418.5000,5.1026
manganese oxide (MnO) (single xtal),10.0420,3.0900,603,3.2560,5716.0000,5400.0000,35.8917,65.8396,391,0.1000,540.0000,6.5840
manganese oxide (MnO) (single xtal),10.0420,3.0900,603,3.2560,5716.0000,5400.0000,35.8917,65.8396,391,241.0080,1301443.2000,15867.8703
manganese oxide (MnO) (single xtal),10.0420,3.0900,603,3.2560,5716.0000,5400.0000,35.8917,65.8396,391,167.3667,903780.0000,11019.3544
pine wood (with grain),0.3430,0.2700,2301,1.2660,659.0000,550.0000,54.5969,60.9281,542,0.0100,5.5000,0.6093
